ArchiveYear	CalFireIncident	Counties	Latitude	Longitude	year	month	day	MajorIncident	AdminUnit	CanonicalUrl	ConditionStatement	ControlStatement	CountyIds	Extinguished	FuelType	Location	Name	SearchDescription	SearchKeywords	Started	UniqueId	Updated	Group	Selected
2016.0	True	Tehama	39.7947	-121.857	2016	06	11	False	CAL FIRE Tehama Glenn Unit	/incidents/2016/6/11/hoag-fire/			52	2016-06-11T16:15:00Z		off Corning Road and Gaylord Avenue, east of Corning	Hoag Fire	In June 2016 the Hoag Fire burned 80 acres with 1 structure destroyed.	Hoag Fire, Tehama Glenn Unit, June 2016, Tehama County, Corning Road, Gaylord Avenue, Corning	2016-06-11T14:30:00Z	10a8344d-e2c6-4585-8094-bbb30e48db8c	2016-06-11T16:15:00Z	G1	No
2019.0	True	Stanislaus	37.420988	-121.371276	2019	07	18	False	CAL FIRE Santa Clara Unit	/incidents/2019/7/18/rains-fire/			50	2019-07-18T10:29:00Z		Frank Raines Park on Del Puerto Canyon Road, west of Patterson	Rains Fire	The Raines Fire started on July 18, 2019 in Stanislaus County.		2019-07-18T09:07:57Z	900997e0-f30a-48bf-9358-971ca2afa1d6	2019-07-18T13:02:21.32Z	G1	No
2016.0	True	San Benito	36.80296	-121.40304	2016	06	03	False	CAL FIRE San Benito Monterey Unit	/incidents/2016/6/3/hidden-fire/			35	2016-06-03T17:30:00Z		off Hidden Valley Rd & Cienega Rd, southwest of Hollister	Hidden Fire	The Hidden Fire started on June 3, 2016 in Hidden Valley Rd, in Hollister, in San Benito County.	Hidden Fire, San Benito, June 2016, 2016, BEU, CAL FIRE, Hidden Valley Road, Hollister, Cienega	2016-06-03T17:39:00Z	a757d4f9-2aa1-44c8-b986-ac00ca2fafdd	2016-06-03T17:30:00Z	G1	No
2019.0	True	Solano	38.455	-121.969167	2019	08	13	False	CAL FIRE Sonoma Lake Napa Unit	/incidents/2019/8/13/timm-fire/			48	2019-08-13T18:00:00Z		Off of Timm Road and Allendale Road, South of Winters	Timm Fire	Timms Fire started on August 13, 2019 Off of Timm Road and Allendale Road, South of Winters in Solano County.		2019-08-13T15:41:24Z	ce97fe6d-a635-45f1-bc18-cdd1698673c2	2019-08-17T18:37:44.013Z	G1	No
2013.0	True	Monterey	36.1531	-120.8973	2013	06	29	False	CAL FIRE San Benito-Monterey Unit	/incidents/2013/6/29/freeman-fire/			27	2013-06-29T18:30:00Z		off Hwy 198, 10 miles east of King City	Freeman Fire	The Freeman Fire burned in June 2013 off Highway 38, 10 miles east of King City in Monterey County.	Freeman Fire, June 2013, Highway 198, King City, Monterey County	2013-06-29T14:09:00Z	58317b8d-7f4d-466f-b2c7-035c25fb00f0	2013-06-29T18:30:00Z	G1	No
2014.0	False	Kern	35.70683	-118.555527	2014	06	13	False	Sequoia National Forest	/incidents/2014/6/13/shirley-fire/			15	2014-06-20T08:30:00Z		3 Miles south of Shirley Meadows	Shirley Fire	The Shirley Fire started on June 13, 2014 in the Sequoia National Forest in Kern County and burned 2,545 acres.	Shirley Fire, Sequoia National Forest, June 13, 2014, Kern County	2014-06-13T17:00:00Z	8ede9823-938e-4786-97b8-a0f42b852cb2	2014-06-20T08:30:00Z	G1	No
2013.0	True	San Luis Obispo	35.62743	-120.83417	2013	07	07	False	CAL FIRE San Luis Obispo	/incidents/2013/7/7/adelaida-fire/			40	2013-07-07T22:00:00Z		off Adelaida Rd & Vineyard Dr, west of Paso Robles	Adelaida Fire	The Adelaida Fire burned in July 2013 off Adelaida Road and Vineyard Dr, west of Paso Robles in San Luis Obispo County.	Adelaida Fire, July 2013, Adelaida Road, Vineyard Drive, Paso Robles, San Luis Obispo	2013-07-07T13:16:00Z	a97d2b3a-3a53-424f-852c-5f1b8d199cc3	2013-07-07T22:00:00Z	G1	No
2017.0	False	Siskiyou	41.853	-123.676	2017	08	07	False	Six Rivers National Forest	/incidents/2017/8/7/young-fire/			47	2018-01-09T12:26:00Z		Siskiyou Wilderness, Six Rivers NF	Young Fire	The Young fire started on August 7, 2017 in the Siskiyou Wilderness of the Six Rivers National Forest.	Young Fire, Six Rivers National Forest, Siskiyou County, August 7, 2017	2017-08-07T17:45:00Z	687e2987-2306-477b-bbaf-0d5465eb1e7c	2018-01-09T12:26:00Z	G1	No
2019.0	True	Tuolumne	37.949747	-120.420058	2019	08	08	False	CAL FIRE TCU	/incidents/2019/8/8/preston-fire/		Forward progress stopped.	55	2019-08-08T17:12:00Z		10,000 Block Preston Lane, Jamestown	Preston Fire	The Preston Fire started August 8 2019 in the 10000 Block Preston Lane, Jamestown Tuolumne County	Preston Fire, Preston Lane, Jamestown, Tuolumne County	2019-08-08T16:16:40Z	3e020c0d-e35b-4e01-96b7-a3c8e40fd281	2019-08-12T15:06:18.493Z	G1	No
2018.0	True	San Luis Obispo	35.17693	-120.48861	2018	10	19	False	CAL FIRE San Luis Obispo Unit	/incidents/2018/10/19/camino-fire/			40	2019-01-04T08:52:00Z		Off Lopez Drive east of Arroyo Grande	Camino Fire	The Camino Fire started October 19, 2018 Off Lopez Drive east of Arroyo Grande (San Luis Obispo County) and burned 58 acres. It was contained October 21, 2018.	Camino Fire, Lopez Drive, Arroyo Grande, San Luis Obispo County	2018-10-19T14:10:00Z	a728d915-1c00-43b6-bd5b-228be34a38fe	2019-01-04T08:52:00Z	G1	No
2019.0	True	Tulare	36.23012	-118.85712	2019	06	03	False	CAL FIRE Tulare Unit	/incidents/2019/6/3/yokohl-fire/			54	2019-06-04T16:03:00Z		off of Yokohl Drive in Tulare County	Yokohl Fire	Yokohl Fire started on June 3, 2019 off of Yokohl Drive in Tulare County. It was contained on June 3, 2019.	June 2019	2019-06-03T12:18:00Z	db2a5b4c-260b-4888-aeb3-663b8bf41106	2019-06-04T16:03:00Z	G1	No
2018.0	True	Fresno	36.696879	-119.304499	2018	06	27	False	CAL FIRE Fresno-Kings Unit	/incidents/2018/6/27/anchor-fire/			10	2019-01-04T09:59:00Z		Anchor Ave and Hills Valley Rd, north of Orange Cove	Anchor Fire	The Anchor Fire started on June 27, 2018 off Anchor Ave and Hills Valley Rd, north of Orange Cove in Fresno County.	Anchor Fire, Fresno County, June 2018	2018-06-27T12:39:00Z	595f6f52-a55b-40e7-8aa6-b409ff9a7a5b	2019-01-04T09:59:00Z	G1	No
2017.0	True	Tehama	39.87983	-122.5415	2017	08	10	False	CAL FIRE Tehama-Glenn Unit	/incidents/2017/8/10/paskenta-fire/			52	2018-01-09T12:31:00Z		Round Valley Rd and Paskenta Rd in Paskenta	Paskenta Fire	The Paskenta Fire started on August 10,2017, off Round Valley Road and Paskenta Road in Paskenta (Tehama County) and burned 15 acres.	Round Valley Rd, Paskenta Rd, Wildfire, August 2017, Paskenta, Tehama County	2017-08-10T17:24:00Z	a43d0b54-a91e-40ba-b121-2e0f067201b6	2018-01-09T12:31:00Z	G1	No
2019.0	True	Napa	38.63047	-122.47282	2019	06	08	False	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2019/6/8/ink-fire/			28	2019-06-17T08:46:00Z		Pope Valley Rd, northeast of Calistoga	Ink Fire	The Ink Fire started on June 8, 2019 off Pope Valley Road, northeast of Calistoga in Napa County.  The fire was contained on June 9, 2019.	June 2019	2019-06-08T14:37:00Z	78c1dacb-653a-42fe-b025-ab80ec4996bd	2019-06-17T08:46:00Z	G1	No
2013.0	True	San Joaquin	38.04993	-120.90325	2013	05	30	False	CAL FIRE Tuolumne-Calaveras Unit	/incidents/2013/5/30/shelton-fire/			39	2013-05-30T13:25:00Z		off North Shelton Rd in the Linden Peters area	Shelton Fire	The Shelton Fire burned in May 2013 off North Shelton Road in the Linden Peters area in San Joaquin County.	Shelton Fire, May 2013, North Shelton Road, Linden Peters, San Joaquin County	2013-05-30T11:20:00Z	0b51d59b-457d-4a62-b066-55c2b8d400e2	2013-05-30T13:25:00Z	G1	No
2017.0	True	Riverside	33.74925	-117.10301	2017	09	29	False	CAL FIRE / Riverside County Fire	/incidents/2017/9/29/melba-fire/			33	2018-01-09T13:28:00Z		Hy 74 and Melba Avenue	Melba Fire	The Melba Fire started in September 29, 2017 off Highway 74 and Melba Avenue and burned 35 acres.	Melba Fire, Riverside County, Homeland, September 29, 2017	2017-09-29T18:01:00Z	58533f37-ed81-4ac4-89e9-b4088684d9e7	2018-01-09T13:28:00Z	G1	No
2017.0	True	Shasta	40.70627	-122.24199	2017	10	08	False	CAL FIRE Shasta-Trintiy Unit	/incidents/2017/10/8/jones-fire/			45	2018-01-09T13:31:00Z		off of Argonaut Trail and Dry Creek Rd, Jones Valley	Jones Fire	The Jones Fire started on October 8, 2017 off of Argonaut Trail and Dry Creek Rd, Jones Valley in Shasta County and burned 40 acres.	Argonaut Trail, Jones Valley, Jones Fire, Shasta County, October 2017	2017-10-08T04:53:00Z	6ab80358-cb3c-4e2a-85da-0cd77003fc12	2018-01-09T13:31:00Z	G1	No
2017.0	True	Merced	37.21812	-121.07761	1969	12	31	False	CAL FIRE Madera-Mariposa-Merced Unit	/incidents/2017/12/31/taglio-fire/			24	2018-01-09T10:05:00Z		Interstate 5 near Taglio Road, Gustine	Taglio Fire	The Taglio Fire started on May 19, 2017 off of Interstate 5 and Taglio Road, Gustine (Merced County) and burned 12 acres.	Taglio Fire, May 2017, Interstate 5, Taglio Road, Gustine, Merced County	1969-12-31T16:00:00Z	fcb8579e-7469-4c9e-9eac-527264e6f26b	2018-01-09T10:05:00Z	G1	No
2017.0	True	Fresno	36.61332	-120.7109	2017	05	28	False	CAL FIRE Fresno-Kings Unit	/incidents/2017/5/28/panoche-fire/			10	2018-01-09T10:21:00Z		off Panoche Rd. 4 miles W of I-5 (Fresno County).	Panoche Fire	The Panoche Fire started on May 28, 2017 off Ponache Rd, 4 miles west of I-5 in Fresno County and burned 18 acres.	Panoche Fire, May 2017, Ponache Rd, 1-5, Fresno County	2017-05-28T16:16:00Z	21e9f99a-35a5-41cd-a44b-92363fbf5081	2018-01-09T10:21:00Z	G1	No
2016.0	True	Butte	39.8851	-121.6998	2016	09	16	False	CAL FIRE Butte Unit	/incidents/2016/9/16/old-fire/			4	2016-09-19T18:30:00Z		Off of Old Chico Canyon, west of Forest Ranch	Old Fire	The Old Fire started on September 16, 2016 off Old Chico Canyon, west of Forest Ranch (Butte County)	Old Fire, Old Chico Canyon, Forest Ranch, September 2016, Butte County	2016-09-16T23:28:00Z	69e1a36d-21ab-4feb-b31c-dbfac4bf62d1	2016-09-19T18:30:00Z	G1	No
2015.0	True	Humboldt	40.1093	-123.774	2015	07	28	False	CAL FIRE Humboldt-Del Norte Unit	/incidents/2015/7/28/buck-fire/			12	2015-07-31T19:00:00Z		off Alderpoint Road & Wallan Road near Garberville	Buck Fire	The Buck fire started on July 28, 2015 and burned 16 acres off Alderpoint Road & Wallan Road near Garberville (Humboldt County).	Buck fire, Humboldt County, Garberville, July 28, 2015	2015-07-28T17:19:00Z	0a645cbe-2d5a-4e2b-80c9-cb9167641cca	2015-07-31T19:00:00Z	G1	No
2017.0	True	San Luis Obispo	35.21177	-119.87525	2017	05	15	False	CAL FIRE San Luis Obispo Unit	/incidents/2017/5/15/arrow-fire/			40	2018-01-09T09:57:00Z		off of Soda Lake	Arrow Fire	The Arrow Fire started on May 15, 2017 off of Soda Lake Road, California Valley, (San Luis Obispo County) and burned 225.	Arrow Fire, Soda Lake Road, California Valley, (San Luis Obispo County, May 2017,	2017-05-15T13:58:00Z	5b3329f4-1e37-4b5a-9ed6-6f8d74f495c3	2018-01-09T09:57:00Z	G1	No
2017.0	False	Plumas	39.9864	-120.89746	2017	08	20	False	Plumas National Forest	/incidents/2017/8/20/toll-fire/			32	2018-01-09T12:43:00Z		Tollgate Creek and Oakland Camp Road, north of Quincy	Toll Fire	The Toll Fire started on August 20, 2017 off Tollgate Creek and Oakland Camp Road, north of Quincy, (Plumas County) and burned 186 acres.	Toll Fire, August 2017, Tollgate Creek and Oakland Camp Road, north of Quincy, Plumas National Forest, Plumas County	2017-08-20T16:26:00Z	3becdf3e-b110-41ab-86ce-645e041d296f	2018-01-09T12:43:00Z	G1	No
2013.0	True	Riverside	33.9634	-117.2508	2013	07	19	False	CAL FIRE / Riverside County Fire	/incidents/2013/7/19/heacock-fire/			33	2013-07-20T19:30:00Z		Heacock St & Sandy Glade Ave in Moreno Valley	Heacock Fire	The Heacock Fire burned in July 2013 off Heacock Street and Sandy Glade Ave in Moreno Valley in Riverside County.	Heacock Fire, July 2013, Heacock Street, Sandy Glade Avenue, Moreno Valley, Riverside County	2013-07-19T16:21:00Z	8fb3a438-3146-4b8d-8f20-bfa8d6610f84	2013-07-20T19:30:00Z	G1	No
2019.0	True	Santa Clara	37.32555556	-121.76444444	2019	07	15	False	CAL FIRE Santa Clara Unit	/incidents/2019/7/15/aborn-fire/			43	2019-07-15T18:19:00Z		Off Aborn Road and Murillo Avenue, East San Jose	Aborn Fire	Aborn Fire started on July 15,2019 off Aborn Road and Murillo Avenue, East San Jose in Santa Clara County.		2019-07-15T11:12:00Z	42dab7c3-458f-4838-b70f-d5bb3d0f0b80	2019-07-15T21:55:31.94Z	G1	No
2019.0	False	Contra Costa	37.99136	-121.64118	2019	10	27	False	East Contra Costa County Fire Protection District	/incidents/2019/10/27/cypress-complex/			7	2019-10-28T16:26:00Z		East Cypress Rd and Bethel Island Road, Knightsen, CA	Cypress Complex	The Cypress Complex started October 27, 2019 off East Cypress Rd and Bethel Island Road, Knightsen, CA  in Contra Costa County		2019-10-27T08:50:23Z	d299dec7-b09f-47f7-80c9-859ddd1ecef3	2019-10-28T16:26:20.61Z	G1	No
2017.0	False	Kern	35.53456	-118.66733	2017	06	18	False	Sequoia National Forest	/incidents/2017/6/18/highway-fire/			15	2018-01-09T10:41:00Z		Democrat, west of Lake Isabella	Highway Fire	The Highway fire started on June 18, 2017 near Democrat, west of Lake Isabella in Kern County and burned 1,522 acres.	Highway Fire, Kern County, June 2017, Democrat, Lake Isabella	2017-06-18T14:22:00Z	1b01181e-fbcb-4dc4-86ec-cfddc864cc34	2018-01-09T10:41:00Z	G1	No
2019.0	True	Alameda	37.545167	-121.596667	2019	09	02	False	CAL FIRE Santa Clara Unit	/incidents/2019/9/2/mines-fire/			1	2019-09-02T19:13:00Z		Mines Road, Livermore	Mines Fire	The Mines Fire started on September 2, 2019 on Mines Road, Livermore in Alameda County		2019-09-02T14:36:35Z	de9cacb4-0be2-47d1-8cf2-7a25aabacfae	2019-09-03T10:20:30.75Z	G1	No
2017.0	True	Riverside	33.98639	-117.21314	2017	06	18	False	CAL FIRE / Riverside County Fire	/incidents/2017/6/18/smiley-fire/			33	2018-01-09T10:46:00Z		Reche Canyon Road near Haugen Drive, north of Moreno Valley	Smiley Fire	The Smiley Fire started on June 18, 2017 at Reche Canyon Road near Haugen Drive, Moreno Valley, Riverside County and burned 153 acres.	Smiley Fire, Riverside County Fire, Moreno Valley, June 2017	2017-06-18T15:10:00Z	54bad310-3a96-4019-b64d-61d00c559e6c	2018-01-09T10:46:00Z	G1	No
2017.0	False	San Bernardino	34.19076	-117.26969	2017	07	31	False	San Bernardino National Forest	/incidents/2017/7/31/mile-fire/			36	2018-01-09T12:16:00Z		Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline	Mile Fire	The Mile Fire started July 31 2017 off Hwy 18 and Old Waterman Canyon Rd., 1 mile south of Crestline (San Bernardino County) and burned 100 acres.	Mile fire, San Bernardino County, Hwy 18, Old Waterman Canyon Road, Crestline, July 31 2017	2017-07-31T14:44:00Z	32a79e9b-8ce3-477e-b698-2eb16ef66aac	2018-01-09T12:16:00Z	G1	No
2019.0	False	Lassen	40.562	-120.544	2019	08	24	False	Bureau of Land Management	/incidents/2019/8/24/horse-fire/	Change in acreage from earlier reports is due to more accurate mapping.		18	2019-08-27T10:44:00Z		Off Highway 139  and Horselake Road, North of Susanville	Horse Fire	Horse Fire started on August 24, 2019 off Highway 139  and Horselake Road, North of Susanville in Lassen County.		2019-08-24T16:33:58Z	97c4d72f-c1e9-425e-9dcf-44150047af92	2019-09-26T14:47:35.473Z	G1	No
2013.0	True	Mendocino	38.980846	-123.067671	2013	07	23	False	CAL FIRE Mendocino Unit	/incidents/2013/7/23/pratt-fire/			23	2013-07-23T16:00:00Z		Hwy 175 & Pratt Ranch Road, East of Hopland	Pratt Fire	The Pratt Fire burned in July 2013 off Highway 175 and Pratt Ranch Road, east of Hopland in Mendocino County.	Pratt Fire, July 2013, Mendocino County, Highway 175, Pratt Ranch Road, Hopland	2013-07-23T13:29:00Z	f1d7f375-8aa3-4cb5-a864-bae9bb90cbd1	2013-07-23T16:00:00Z	G1	No
2017.0	True	Riverside	33.87107	-116.88097	2017	06	04	False	CAL FIRE/Riverside County Fire	/incidents/2017/6/4/shirleon-fire/			33	2018-01-09T10:26:00Z		Old Banning Idyllwild Road & Mount Edna Road, Banning	Shirleon Fire	The Shirleon Fire started on June 4, 2017 Old Banning Idyllwild Road & Mount Edna Road, Banning in Riverside County and burned 7 acres.	Old Banning Idyllwild Road & Mount Edna Road, Banning, Riverside County, Shirleon Fire, June 2017	2017-06-04T16:48:00Z	7ea6269d-6ba3-41e1-aff6-b4da1c6611d1	2018-01-09T10:26:00Z	G1	No
2014.0	True	San Diego	32.665	-116.222	2014	05	05	False	CAL FIRE San Diego Unit	/incidents/2014/5/5/jacumba-fire/			37	2014-05-06T10:20:00Z		Off Interstate 8, east of McCain Valley Rd, east of Boulevard	Jacumba Fire	Jacumba Fire burned on May 5, 2014 off Interstate 8 in San Diego County.	Jacumba Fire, San Diego County, Interstate 8	2014-05-05T16:36:00Z	d5cb2477-6627-4ef6-bab1-d0eecc4ad12a	2014-05-06T10:20:00Z	G1	No
2016.0	True	Modoc	41.4657	-120.9066	2016	09	11	False	CAL FIRE Lassen-Modoc Unit	/incidents/2016/9/11/howard-fire/			25	2016-09-14T18:00:00Z		in Howards Gulch, north of Canby	Howard Fire	The Howard Fire started on September 11, 2016 in Howards Gulch, north of Canby, Modoc County and burned 380 acres.	Howard Fire, Modoc County, Howards Gulch, September 11, 2016	2016-09-11T14:15:00Z	97772dc4-7fde-4412-982c-974b3316e22b	2016-09-14T18:00:00Z	G1	No
2017.0	True	Monterey	35.77082	-120.92482	2017	05	14	False	CAL FIRE San Benito-Monterey Unit	/incidents/2017/5/14/nacimiento-fire/			27	2018-01-09T09:56:00Z		Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley	Nacimiento Fire	The Nacimiento Fire started on May 14, 2017 off Nacimiento Lake Drive and Bee Rock Rd., near Bradley in Monterey County and burned 20 acres.	Nacimiento Fire, Monterey County, May 2017, Bradley, Bee Rock Road, Nacimiento Lake Drive	2017-05-14T12:00:00Z	1423af4f-16d5-4f19-a01d-fc3ebc124201	2018-01-09T09:56:00Z	G1	No
2017.0	False	Kern	35.543	-118.654	2017	07	30	False	Sequoia National Forest	/incidents/2017/7/30/garden-fire/			15	2018-01-09T12:14:00Z		1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District	Garden Fire	The Garden Fire started on July 30, 2017, 1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District (Kern County) and burned 1,350 acres.	Garden Fire, Garden, Kern County, Sequoia National Forest, July 2017	2017-07-30T16:17:00Z	0f4499f5-846c-4791-994e-81df04fe691a	2018-01-09T12:14:00Z	G1	No
2016.0	True	Santa Clara	37.06531	-121.68577	2016	08	12	False	CAL FIRE Santa Clara Unit	/incidents/2016/8/12/oak-fire/			43	2016-08-14T19:50:00Z		off Uvas Rd & Watsonville Rd. west of Morgan Hill	Oak Fire	The Oak Fire started on August 12, 2016 off Uvas Rd & Watsonville Rd. west of Morgan Hill in Santa Clara County.	Oak Fire, Santa Clara County, August 12, 2016	2016-08-12T16:00:00Z	b82b0e22-4155-43dd-ac33-1da015b6d3d2	2016-08-14T19:50:00Z	G1	No
2014.0	False	El Dorado	38.9195001	-120.1140659	2014	09	25	False	US Forest Service - Lake Tahoe Basin Management Unit	/incidents/2014/9/25/cascade-fire/			9	2014-09-25T07:27:00Z		Desolation Wilderness, 8 miles west of South Lake Tahoe	Cascade Fire	The Cascade Fire started on September 25 and burned 20 acres in Desolation Wilderness, 8 miles west of South Lake Tahoe in El Dorado County.	Lake Tahoe, Cascade Fire, US Forest Service, Lake Tahoe Basin Management Unit, Desolation Wilderness, South Lake Tahoe	2014-09-25T18:00:00Z	0b2d503c-7bd5-45e7-b029-61306ae6e7c0	2014-09-25T07:27:00Z	G1	No
2019.0	True	San Bernardino	34.202883	-116.4449	2019	08	03	False	CAL FIRE San Bernardino Unit	/incidents/2019/8/3/la-barisa-fire/		Forward spreads stopped.	36	2019-08-04T06:39:00Z		Off La Barisa Dr & Hwy 247 in Landers	La Barisa Fire			2019-08-03T17:22:51Z	4433d477-a962-4ad9-a306-71f0f79fff65	2019-10-02T16:07:20.427Z	G1	No
2017.0	False	Trinity	40.2275	-123.03583	2017	09	12	False	Shasta Trinity National Forest	/incidents/2017/9/12/buck-fire/			53	2018-01-09T13:21:00Z		Black Rock Mountain, North Portion of Yolla BollyWilderness	Buck Fire	The Buck Fire started on September 12, 2017 on Black Rock Mountain, north portion of Yolla BollyWilderness, Trinity County	Buck Fire, Black Rock Mountain, north portion of Yolla BollyWilderness, September 2017, Trinity County, Shasta-Trinity National Forest	2017-09-12T17:42:00Z	7cc06465-bf2a-4df2-a68d-5f330e1cea42	2018-01-09T13:21:00Z	G1	No
2016.0	True	Ventura	34.27619	-118.63264	2016	07	01	False	Ventura County Fire	/incidents/2016/7/1/kuehner-fire/			56	2016-07-01T19:50:00Z		off Hwy 118 at Rocky Peak Rd, NE Simi Valley	Kuehner Fire	Kuehner Fire started on July 1, 2016 off Hwy 118 at Rocky Peak Rd, NE Simi Valley (Ventura Co) and burned 45 acres.	Kuehner Fire, Ventura County, July 1, 2016	2016-07-01T14:00:00Z	174608a2-14fd-4278-9811-cb7e5e5a3883	2016-07-01T19:50:00Z	G1	No
2014.0	True	Napa	38.695961	-122.384054	2014	09	11	False	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2014/9/11/stage-coach-fire/			28	2014-09-15T14:20:00Z		Berryessa Estates, North of Lake Berryessa	Stage Coach Fire	The Stage Coach Fire started on September 11, 2014 and burned 27 acres near the Berryessa Estates, north of Lake Berryessa in Napa County.	Stage Coach Fire, Sonoma-Lake-Napa Unit, Napa County, Berryessa Estates, Lake Berryessa	2014-09-11T15:14:00Z	7e564dd5-1d4e-4999-8aea-93691ad314ac	2014-09-15T14:20:00Z	G1	No
2017.0	True	Kern	34.94373	-119.44751	2017	07	18	False	Kern County Fire	/incidents/2017/7/18/hudson-fire/			15	2018-01-09T11:59:00Z		Hudson Ranch Rd. and Hwy 166, south of Maricopa	Hudson Fire	The Hudson Fire started on July 18, 2017, off Hudson Ranch Road and Highway 166, south of Maricopa, Kern County and burned 1,083 acres.	Hudson fire, Kern County, July 18	2017-07-18T11:45:00Z	27759042-9df3-4d57-951e-f5727bcf013f	2018-01-09T11:59:00Z	G1	No
2019.0	True	Riverside	33.827979	-117.499619	2019	10	10	False	CAL FIRE / Riverside County Fire	/incidents/2019/10/10/eagle-fire/			33	2019-10-10T18:11:00Z		Eagle Canyon Rd. and Cajalco Rd., southwest of Corona	Eagle Fire	The Eagle Fire started on October 10, 2019 near Eagle Canyon Rd. and Cajalco Rd., southwest of Corona in Riverside County.		2019-10-10T12:08:00Z	6e93b252-99a3-4214-9921-238373b17535	2019-10-10T18:11:59.733Z	G1	No
2017.0	True	Butte	39.364	-121.4143	2017	06	22	False	CAL FIRE/Butte County Fire	/incidents/2017/6/22/highway-fire/			4	2018-01-09T11:00:00Z		off of Hwy 99 & Schlaf Dr, east of Lake Oroville	Highway Fire	The Highway Fire started on June 22, 2017 off of Hwy 99 & Schlaf Dr, east of Lake Oroville in Butte County and burned 21 acres.	Highway 99, Schlaf Drive, Lake Oroville, Highway Fire, Butte County, June 2017	2017-06-22T09:49:00Z	981484d0-711c-4a7b-9adc-23c9b29f9fae	2018-01-09T11:00:00Z	G1	No
2018.0	True	San Luis Obispo	35.56922	-120.12441	2018	05	24	False	CAL FIRE San Luis Obispo Unit	/incidents/2018/5/24/water-fire/			40	2019-01-04T10:22:00Z		Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area	Water Fire	The Water Fire started on May 24, 2018 at Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area in San Luis Obispo County. The fire burned 100 acres and is 100% contained on May 24, 2018.	Water Fire, May 2018, San Luis Obispo	2018-05-24T10:43:00Z	31c47bb9-1913-463e-95e4-86e48fadfda6	2019-01-04T10:22:00Z	G1	No
2017.0	True	Riverside	33.797216	-117.124538	2017	08	13	False	CAL FIRE/Riverside County Fire	/incidents/2017/8/13/nuevo-fire/			33	2018-01-09T12:38:00Z		Nuevo Road and Montgomery Road	Nuevo Fire	The Nuevo Fire started on August 13, 2017, Nuevo Rd and Montgomery Rd in northeast of the City of Menifee in Riverside County and burned 19 acres.	Nuevo Fire, Riverside County, Nuevo Road, Montgomery Road, August 2017,	2017-08-13T13:34:00Z	bae69034-3bf6-48c3-a642-d0242cf090f9	2018-01-09T12:38:00Z	G1	No
2019.0	False	Lassen	40.593	-120.581	2019	08	28	False	Bureau of Land Management	/incidents/2019/8/28/r-1-fire/			18	2019-09-04T16:22:00Z		Hagata Canyon, east of Eagle Lake	R-1 Fire		The R-1 Fire started on August 28, 2019 off Horse Lake Rd, north of Susanville in Lassen County.	2019-08-28T19:48:14Z	4ee8f023-1c92-4266-bb79-d41fdb3a5826	2019-09-26T14:47:23.877Z	G1	No
2018.0	True	Tehama	40.27754	-122.11375	2018	07	15	False	CAL FIRE Tehama-Glenn Unit	/incidents/2018/7/15/tuscan-fire/			52	2019-01-04T09:43:00Z		Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake	Tuscan Fire	The Tuscan Fire started on July 15, 2018 at Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake in Tehama County. The fire was contained on July 16, 2018, and burned 50 acres.	Tuscan Fire, July 2018, Tehama County	2018-07-15T17:15:00Z	02ebd2cc-c4da-4508-92f6-30446d041ae9	2019-01-04T09:43:00Z	G1	No
2017.0	False	Riverside	33.6444	-117.3968	2017	08	27	False	CAL FIRE / USFS - Cleveland National Forest	/incidents/2017/8/27/canyon-fire/			33	2018-01-09T12:45:00Z		Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore	Canyon Fire	The Canyon fire started on August 27, 2017 off Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore in Riverside County and burned 46 acres.	Canyon Fire, Cleveland National Forest, August 27, 2017, Lake Elsinore, Riverside County.	2017-08-27T14:51:00Z	78754c68-2800-4c5d-aff0-ab0b399ab5ce	2018-01-09T12:45:00Z	G1	No
2017.0	True	Kern	35.188	-119.2877	2017	06	02	False	Kern County Fire Department	/incidents/2017/6/2/elk-fire/			15	2018-01-09T10:23:00Z		4 miles south of Buttonwillow	Elk Fire	The Elk Fire started on June 2, 2017 4 miles south of Buttonwillow in Kern County and burned 16 acres.	Kern County, June 2016, Buttonwillow, ELk Fire	2017-06-02T18:55:00Z	adf741f6-5416-41c5-af26-01240cc361cf	2018-01-09T10:23:00Z	G1	No
2019.0	True	Shasta	40.4988	-122.19911	2019	10	10	False	CAL FIRE Shasta-Trinity Unit	/incidents/2019/10/10/plains-fire/			45	2019-10-10T19:05:00Z		Millville Plains Road and Sprig Road in Millville	Plains Fire	The Plains Fire started October 10, 2019 off Millville Plains Road and Sprig Road in Millville in Shasta County.		2019-10-10T15:49:07Z	f20ba27e-4c6c-4ca9-a356-ef88c4f788bb	2019-10-10T19:05:53.523Z	G1	No
